,Stop ID,Stop Latitude,Stop Longitude,Stop Name,Suburb,Location,distance_next_stop,distance_suburb_center
23,6325,-35.154099,149.139542,ESSIE COFFEY ST BEFORE MUMSHIRL ST,BONNER,"(-35.154099, 149.139542)",0.35832420810331667,1.2551500605513584
24,1046,-35.426731,149.074173,BARR SMITH AV AFTER SALAS ST,BONYTHON,"(-35.426731, 149.074173)",0.018736003608762312,0.8536458611469225
25,1047,-35.426899,149.074188,BARR SMITH AV AFTER DON DUNSTAN DR,BONYTHON,"(-35.426899, 149.074188)",0.018736003608762312,0.842250607867989
26,1044,-35.434803,149.086151,HURTLE AV AFTER NOARLUNGA CR,BONYTHON,"(-35.434803, 149.086151)",0.01861497436898808,0.5660951774721976
27,300,-35.273621,149.140823,DONALDSON ST AFTER AINSLIE PRIMARY SCHOOL,BRADDON,"(-35.273621, 149.140823)",0.1016421984311313,0.5133794878830272
28,2560,-35.266106,149.13687099999999,IPIMA ST MERICI CLG,BRADDON,"(-35.266106, 149.136871)",0.0780848433230269,0.6602493540223363
29,3385,-35.273182,149.135529,FAWKNER ST AFTER FARRER ST,BRADDON,"(-35.273182, 149.135529)",0.06245937682797816,0.13772436007736705
30,4973,-35.251682,149.090225,MARY POTTER CCT CALVARY HOSPITAL,BRUCE,"(-35.251682, 149.090225)",0.02602230271619366,1.613377284491853
31,4971,-35.240219,149.091599,EARDLEY ST AFTER HAYDON DR,BRUCE,"(-35.240219, 149.091599)",0.014975505001371606,1.3409576196813826
32,4982,-35.240353000000006,149.091583,EARDLEY ST AFTER THYNNE ST,BRUCE,"(-35.240353, 149.091583)",0.014975505001371606,1.3373959674637175
33,1029,-35.441601,149.100906,DUGGAN ST AFTER THARWA DR,CALWELL,"(-35.441601, 149.100906)",0.01939262039704327,0.9162943701178835
34,1030,-35.441601,149.10112,DUGGAN ST AFTER ANDREW CR,CALWELL,"(-35.441601, 149.10112)",0.01939262039704327,0.8988922524706121
35,1027,-35.439865000000005,149.098618,DUGGAN ST AFTER DOWNARD ST,CALWELL,"(-35.439865, 149.098618)",0.012943328055491737,1.0521210997432564
36,3474,-35.282707,149.148727,FAIRBAIRN AV AFTER CRESWELL ST,CAMPBELL,"(-35.282707, 149.148727)",0.11968554000828766,0.7573988693255163
37,3473,-35.282612,149.15004,FAIRBAIRN AV AFTER WAR MEMORIAL SERVICE RD,CAMPBELL,"(-35.282612, 149.15004)",0.11968554000828766,0.699144436246808
38,3424,-35.292652000000004,149.163208,MILNE BAY RD 2ND AFTER GENERAL BRIDGES RD,CAMPBELL,"(-35.292652, 149.163208)",0.161587160763644,0.988519415390239
