,Stop ID,Stop Latitude,Stop Longitude,Stop Name,Suburb,Location,distance_next_stop,distance_suburb_center
180,5011,-35.228031,149.09848,BALDWIN DR BEFORE MARIBYRNONG AV SOUTH ENTRY,KALEEN,"(-35.228031, 149.09848)",0.1012566238578984,1.0385097922412907
181,5007,-35.224987,149.10058600000002,BALDWIN DR KALEEN HS,KALEEN,"(-35.224987, 149.100586)",0.0686433573731296,0.6623272940787035
182,5008,-35.22681,149.099594,BALDWIN DR AFTER KALEEN HS,KALEEN,"(-35.22681, 149.099594)",0.010241749758220111,0.8697385046938877
183,1315,-35.388237,149.085724,ATKINS ST AFTER ATHLLON DR,KAMBAH,"(-35.388237, 149.085724)",0.01561955407616612,1.6984001989847675
184,1316,-35.388206,149.085892,ATKINS ST AFTER LIVINGSTON AV,KAMBAH,"(-35.388206, 149.085892)",0.01561955407616612,1.7137230316262422
185,1313,-35.387684,149.083832,LIVINGSTON AV AFTER SYMERS ST,KAMBAH,"(-35.387684, 149.083832)",0.02959211731694268,1.5717167570737176
186,2596,-35.316624,149.14181499999998,EYRE ST KINGSTON SHOPS,KINGSTON,"(-35.316624, 149.141815)",0.17279315789704008,0.244297086565008
187,2598,-35.315804,149.140198,GILES ST KINGSTON SHOPS,KINGSTON,"(-35.315804, 149.140198)",0.17279315789704008,0.36128604715571433
188,2373,-35.313087,149.143219,WENTWORTH AV OPP OLD BUS DEPOT MARKETS,KINGSTON,"(-35.313087, 149.143219)",0.16560018187018258,0.28779004351559395
189,4993,-35.221104,149.038361,O'LOGHLEN ST AFTER 2ND CHAMBERS ST,LATHAM,"(-35.221104, 149.038361)",0.05721045639423155,0.7666951057383529
190,4909,-35.221413,149.02774,SOUTHERN CROSS DR AFTER DALLEY CR,LATHAM,"(-35.221413, 149.02774)",0.028436301923475304,0.5720626598854277
191,4891,-35.219387,149.02127099999998,SOUTHERN CROSS DR AFTER FLOREY DR,LATHAM,"(-35.219387, 149.021271)",0.03924873171876005,0.9504400140094769
192,5013,-35.217644,149.086655,BALDWIN DR BEFORE WILLIAM SLIM DR,LAWSON,"(-35.217644, 149.086655)",0.014624972202283378,0.8280510939713536
193,5014,-35.21751,149.090439,BALDWIN DR BEFORE GUM ST,LAWSON,"(-35.21751, 149.090439)",0.014359640047820471,0.8607918781964027
194,5012,-35.229893,149.094528,BALDWIN DR BEFORE MARIBYRNONG AV,LAWSON,"(-35.229893, 149.094528)",0.013195687626178128,0.8012519532636284
195,5048,-35.249371000000004,149.131622,GOODWIN ST AFTER OLIVER ST,LYNEHAM,"(-35.249371, 149.131622)",0.1532416803738967,0.23371809447753983
196,5049,-35.252434,149.131668,MURDOCH ST AFTER GOODWIN ST,LYNEHAM,"(-35.252434, 149.131668)",0.1467279987820597,0.35341889986648933
197,4752,-35.231068,149.14476000000002,FLEMINGTON RD OPP EXHIBITION PARK,LYNEHAM,"(-35.231068, 149.14476)",0.09505328891717824,2.5379189039467533
198,1901,-35.346191,149.074615,BURNIE ST BEFORE LAUNCESTON,LYONS,"(-35.346191, 149.074615)",0.06978872110933454,0.4828038577524612
199,2071,-35.339542,149.079971,LAUNCESTON ST AFTER GLENORCHY ST,LYONS,"(-35.339542, 149.079971)",0.014004996162390768,0.45228977274575727
200,2072,-35.3396,149.079834,LAUNCESTON ST AFTER BURNIE ST,LYONS,"(-35.3396, 149.079834)",0.014004996162390768,0.43849408731226863
201,403,-35.212666,149.004013,MACFARLANE BURNET AV BEFORE ECCLES CCT,MACGREGOR,"(-35.212666, 149.004013)",0.02526544637720526,1.0438427935614611
202,404,-35.216072,149.003357,MACFARLANE BURNET AV AFTER HALLOWS CCT,MACGREGOR,"(-35.216072, 149.003357)",0.034739097711963984,1.2301152490127911
203,401,-35.216084,149.002975,MACFARLANE BURNET AV AFTER DEGRUCHY PL,MACGREGOR,"(-35.216084, 149.002975)",0.034739097711963984,1.261412130660858
204,4509,-35.253646999999994,149.063065,BENNELONG CR AFTER GOULBURN ST,MACQUARIE,"(-35.253647, 149.063065)",0.07279372335714593,0.3473075185370757
205,4510,-35.254135,149.063599,LACHLAN ST AFTER BLACKMAN CR,MACQUARIE,"(-35.254135, 149.063599)",0.07279372335714593,0.3811826052894683
206,4515,-35.253155,149.069534,BOWMAN ST AFTER REDFERN ST,MACQUARIE,"(-35.253155, 149.069534)",0.03481285286815968,0.507692032600953
207,2479,-35.363194,149.096451,MAWSON DR AFTER HURLEY ST,MAWSON,"(-35.363194, 149.096451)",0.018258390810223478,0.2710995107960206
208,2296,-35.356094,149.097687,AINSWORTH ST AFTER COLBECK ST,MAWSON,"(-35.356094, 149.097687)",0.055925736677953725,1.0333697566205007
209,2297,-35.356544,149.09741200000002,AINSWORTH ST 2ND AFTER DU FAUR ST,MAWSON,"(-35.356544, 149.097412)",0.055925736677953725,0.9783335007668663
210,5044,-35.211994,149.084564,OWEN DIXON DR MCKELLAR SOCCER CLUB,MCKELLAR,"(-35.211994, 149.084564)",0.01505202802996833,0.9824173704057395
211,4132,-35.21751,149.073715,DUMAS ST OPP MCKELLAR SHOPS,MCKELLAR,"(-35.21751, 149.073715)",0.01789859985613454,0.2177304703709868
212,4129,-35.214687,149.073242,DUMAS ST AFTER BAUME CR,MCKELLAR,"(-35.214687, 149.073242)",0.047717717162284116,0.4072736076082159
213,4839,-35.212406,149.047791,KINGSFORD SMITH DR BEFORE COMPANION CR,MELBA,"(-35.212406, 149.047791)",0.1585198295847406,0.735528705853663
214,4931,-35.204399,149.06016499999998,ALPEN ST AFTER ALFRED HILL DR,MELBA,"(-35.204399, 149.060165)",0.015934470867015528,0.699021723008336
215,2569,-35.213833,149.049149,CONLEY DR MELBA HS SSO,MELBA,"(-35.213833, 149.049149)",0.1803585291485772,0.7630314894768555
216,4754,-35.221084999999995,149.1427,SANDFORD ST AFTER FLEMINGTON RD,MITCHELL,"(-35.221085, 149.1427)",0.1494396354158992,0.6678209108990066
217,4755,-35.22065,149.141144,SANDFORD & BROOKES ST,MITCHELL,"(-35.22065, 149.141144)",0.1494396354158992,0.5981946070572842
218,4934,-35.213928,149.13765,HOSKINS ST BEFORE DACRE ST,MITCHELL,"(-35.213928, 149.13765)",0.02072434578689439,0.32590765601954835
219,1087,-35.417179,149.100647,BARRACLOUGH CR AFTER COWDERY PL,MONASH,"(-35.417179, 149.100647)",0.024931951119594804,0.061936227419334494
220,1088,-35.417183,149.100372,BARRACLOUGH CR AFTER ASHLEY DR,MONASH,"(-35.417183, 149.100372)",0.024931951119594804,0.03938807694065411
221,1671,-35.42136,149.088593,CLIVE STEELE AV AFTER ISABELLA DR,MONASH,"(-35.42136, 149.088593)",0.01387831413996142,1.1420671234311162
222,5090,-35.334103000000006,149.135483,LA PEROUSE ST AFTER CALEY CR,NARRABUNDAH,"(-35.334103, 149.135483)",0.02230932339806123,1.6295195333552768
223,2342,-35.337067,149.15600600000002,GOYDER ST BEFORE TALLARA PWY,NARRABUNDAH,"(-35.337067, 149.156006)",0.046079075960543954,0.5629207151341714
224,2343,-35.337123999999996,149.156509,GOYDER ST 2ND AFTER KOOTARA CR,NARRABUNDAH,"(-35.337124, 149.156509)",0.046079075960543954,0.5895635792698196
225,4808,-35.177467,149.12428300000002,MIRRABEI DR AFTER PAUL COE CR SOUTH ENTRY,NGUNNAWAL,"(-35.177467, 149.124283)",0.015886973534110553,1.386267539270486
226,4847,-35.179146,149.114288,AMAGULA AV AFTER YIRAWALA ST,NGUNNAWAL,"(-35.179146, 149.114288)",0.05905019669184728,0.5937688000139213
227,4845,-35.180862,149.112518,AMAGULA AV AFTER GUNGAHLIN DR,NGUNNAWAL,"(-35.180862, 149.112518)",0.06392059406363347,0.6369582514804883
228,600,-35.192122999999995,149.08596799999998,O'HANLON PL AFTER GOLD CREEK RD,NICHOLLS,"(-35.192123, 149.085968)",0.009953220289567025,0.8743605276506344
229,601,-35.192142,149.086075,O'HANLON PL BEFORE GOLD CREEK RD,NICHOLLS,"(-35.192142, 149.086075)",0.009953220289567025,0.8699524310899043
230,5067,-35.186161,149.092804,TEMPERLEY ST AFTER 2ND SUE GEH CCT,NICHOLLS,"(-35.186161, 149.092804)",0.0169047742046962,0.0752507069968673
231,3377,-35.249699,149.121429,WATTLE ST AFTER CORREA ST,O'CONNOR,"(-35.249699, 149.121429)",0.08656055420018832,0.0
232,3378,-35.252174,149.123322,BRIGALOW ST BEFORE WATTLE ST,O'CONNOR,"(-35.252174, 149.123322)",0.013810567282098125,0.0
233,3379,-35.252171000000004,149.123474,BRIGALOW ST BEFORE WARATAH ST,O'CONNOR,"(-35.252171, 149.123474)",0.013810567282098125,0.0
234,2453,-35.349918,149.106155,TYAGARAH ST AFTER CULGOA CCT,O'MALLEY,"(-35.349918, 149.106155)",0.03438227423702408,0.0
235,2105,-35.359444,149.109039,NGUNAWAL DR AFTER COBBADAH ST,O'MALLEY,"(-35.359444, 149.109039)",0.02034270250596643,0.0
236,2103,-35.35743,149.107681,KAREELAH VST AFTER PINDARI CR,O'MALLEY,"(-35.35743, 149.107681)",0.07463842309966674,0.0
237,1394,-35.409718,149.082947,NEWMAN-MORRIS CCT AFTER 2ND NUNAN CR,OXLEY,"(-35.409718, 149.082947)",0.08134695393453338,9.223372036854776e+18
238,1391,-35.411888,149.081741,NEWMAN-MORRIS CCT AFTER MCILVEEN PL,OXLEY,"(-35.411888, 149.081741)",0.011456672822665494,9.223372036854776e+18
239,1392,-35.411784999999995,149.081741,NEWMAN-MORRIS CCT AFTER 2ND CUTHBERTSON CR,OXLEY,"(-35.411785, 149.081741)",0.011456672822665494,9.223372036854776e+18
240,5021,-35.24353,149.054642,BELCONNEN WY AFTER PETTERD ST,PAGE,"(-35.24353, 149.054642)",0.04115109006222875,13658.04665151866
241,5029,-35.232513,149.04998799999998,SOUTHERN CROSS BEFORE CHEWINGS ST,PAGE,"(-35.232513, 149.049988)",0.06745027290732805,13657.834991006179
242,4826,-35.241596,149.043381,BELCONNEN WY AFTER CHEWINGS ST,PAGE,"(-35.241596, 149.043381)",0.029732468960959497,13658.843853653982
243,5053,-35.193871,149.110733,GUNDAROO DR BEFORE BURROWA ST,PALMERSTON,"(-35.193871, 149.110733)",0.011125169558260173,0.3069710749385168
244,5054,-35.193863,149.11085500000002,GUNDAROO DR AFTER BURROWA ST,PALMERSTON,"(-35.193863, 149.110855)",0.011125169558260173,0.2964912932262203
245,4829,-35.197781,149.11882,KOSCUISZKO AV PALMERSTON SHOPS,PALMERSTON,"(-35.197781, 149.11882)",0.04308956125200221,0.5652495519718809
246,8888,-35.288395,149.127823,COMMONWEALTH AV REGETTA POINT,PARKES,"(-35.288395, 149.127823)",0.05703826256804439,1.3843588247406031
247,3259,-35.298038,149.128983,KING EDWARD TCE TREASURY BUILDING,PARKES,"(-35.298038, 149.128983)",0.027703702547234883,0.45118279829479246
248,3260,-35.301186,149.133881,PARKES PL JOHN GORTON BUILDING,PARKES,"(-35.301186, 149.133881)",0.013896084981915044,0.14098659879708575
249,2398,-35.363155,149.081329,MACFARLAND CR OPP PEARCE SHOPS,PEARCE,"(-35.363155, 149.081329)",0.015968381738082016,0.3569143168364456
250,2610,-35.363341999999996,149.092285,ATHLLON DR OPP SOUTHLANDS SHOPS,PEARCE,"(-35.363342, 149.092285)",0.19116464335715755,0.6774609145622872
251,2082,-35.357918,149.086716,HODGSON CR AFTER COLLINGS ST,PEARCE,"(-35.357918, 149.086716)",0.01607589623082265,0.4799821140299431
252,2300,-35.350578000000006,149.093414,AINSWORTH ST AFTER ALSOP CL,PHILLIP,"(-35.350578, 149.093414)",0.08889849054007852,0.3112135092865239
253,2301,-35.349841999999995,149.093796,AINSWORTH ST AFTER HINDMARSH DR,PHILLIP,"(-35.349842, 149.093796)",0.08889849054007852,0.3222195109792167
254,1376,-35.348743,149.08783,HINDMARSH DR AFTER BALL ST,PHILLIP,"(-35.348743, 149.08783)",0.15016931836442657,0.2353813538337844
255,2332,-35.342953,149.138489,DALRYMPLE ST AFTER HINDMARSH DR,RED HILL,"(-35.342953, 149.138489)",0.0215607363997449,1.6317842643957785
256,3272,-35.331577,149.128815,GOLDEN GR BEFORE MONARO CR,RED HILL,"(-35.331577, 149.128815)",0.04211453402948543,0.4911843708491894
257,3273,-35.331882,149.12854,GOLDEN GR OPP SBG SCHOOL,RED HILL,"(-35.331882, 149.12854)",0.04211453402948543,0.4520631098173737
258,3097,-35.282013,149.142563,EUREE ST AFTER ELIMATTA ST,REID,"(-35.282013, 149.142563)",0.015828988367216298,0.16785643639601347
259,3094,-35.282051,149.142395,EUREE ST BEFORE ELIMATTA ST,REID,"(-35.282051, 149.142395)",0.015828988367216298,0.1571724000787319
260,3095,-35.284328,149.143967,CURRONG ST BEFORE ANZAC PARK WEST,REID,"(-35.284328, 149.143967)",0.015302792303445448,0.2363470164427682
261,1493,-35.426308,149.112473,CLIFT CR AFTER HEAGNEY CR,RICHARDSON,"(-35.426308, 149.112473)",0.0169454476987965,0.41303928626896574
262,1494,-35.425385,149.114075,HEAGNEY CR AFTER CLIFT CR,RICHARDSON,"(-35.425385, 149.114075)",0.02515632886766221,0.5278131548146876
263,1491,-35.427624,149.109787,CLIFT CR AFTER ROHAN ST,RICHARDSON,"(-35.427624, 149.109787)",0.019185650434502648,0.38011069814037113
264,2298,-35.350685,149.042145,STREETON DR 2ND AFTER DARWINIA TCE,RIVETT,"(-35.350685, 149.042145)",0.023520017821782948,0.48021426334724615
265,2299,-35.352505,149.041595,STREETON DR NORTH OF DARWINIA TCE,RIVETT,"(-35.352505, 149.041595)",0.01771771450412453,0.5978825667830395
266,2429,-35.34903,149.036453,BANGALAY CR AFTER CASUARINA ST,RIVETT,"(-35.34903, 149.036453)",0.0195419319666099,0.18117349503607824
267,3072,-35.298778999999996,149.15086399999998,RUSSELL DR BEFORE KINGS AV CARPARK,RUSSELL,"(-35.298779, 149.150864)",0.022571158444808014,0.2109255081812
268,3073,-35.29874,149.151108,RUSSELL DR AFTER VIVIAN BULLWINKEL ST,RUSSELL,"(-35.29874, 149.151108)",0.022571158444808014,0.2135063349028386
269,3070,-35.300713,149.15094,RUSSELL DR AFTER KELLIHER DR,RUSSELL,"(-35.300713, 149.15094)",0.09115200978379509,0.42351078906162165
270,5024,-35.230408000000004,149.04650900000001,SOUTHERN CROSS DR AFTER LUXTON ST,SCULLIN,"(-35.230408, 149.046509)",0.2192145276152145,0.8843313608042548
271,5022,-35.231949,149.034454,KINGSFORD SMITH DR AFTER WIRRAWAY CR,SCULLIN,"(-35.231949, 149.034454)",0.029097313707759687,0.46833321423754165
272,4825,-35.240807000000004,149.038712,BELCONNEN WY 2ND AFTER MACKINOLTY ST,SCULLIN,"(-35.240807, 149.038712)",0.020234629591012777,0.6777087656744927
273,4807,-35.200703000000004,149.06858799999998,COPLAND DR SPENCE TERMINUS,SPENCE,"(-35.200703, 149.068588)",0.2359369076016758,0.3622457554923229
274,4940,-35.204258,149.060196,ALPEN ST AFTER KINGSFORD SMITH DR,SPENCE,"(-35.204258, 149.060196)",0.015934470867015528,0.7549766397656418
275,4093,-35.194771,149.063766,CLAREY CR AFTER CLARK CL,SPENCE,"(-35.194771, 149.063766)",0.01220999107130563,0.47821792418590503
276,201,-35.347042,149.047943,FREMANTLE DR AFTER MCKAIL CR,STIRLING,"(-35.347042, 149.047943)",0.04163303058008108,0.2868084657970196
277,2428,-35.353851,149.04689,FREMANTLE DR BEFORE CROWDER CCT,STIRLING,"(-35.353851, 149.04689)",0.08054780019231592,0.6088897036904791
278,2426,-35.352509000000005,149.049042,FREMANTLE DR AFTER CROWDER CCT,STIRLING,"(-35.352509, 149.049042)",0.01655011190186559,0.3998649648986194
279,4965,-35.344452000000004,149.155685,JERRABOMBERRA AV AGSO,SYMONSTON,"(-35.344452, 149.155685)",0.08777212243408868,2.01599663671321
280,4963,-35.348704999999995,149.155899,NARRABUNDAH LANE SUNDOWN MOTEL RESORT,SYMONSTON,"(-35.348705, 149.155899)",0.011257121302675177,2.001628954612453
281,4964,-35.343983,149.154907,JERRABOMBERRA AV OPP AGSO,SYMONSTON,"(-35.343983, 149.154907)",0.08777212243408868,2.0922293308529856
282,1033,-35.447277,149.124619,LAWRENCE WACKETT CR OPP THEODORE PRIMARY SCHOOL,THEODORE,"(-35.447277, 149.124619)",0.014672059631486913,0.27657807173618304
283,1034,-35.447346,149.124481,LAWRENCE WACKETT CR THEODORE PS,THEODORE,"(-35.447346, 149.124481)",0.014672059631486913,0.27010319434911545
284,1037,-35.450821000000005,149.120102,CHIPPINDALL CCT AFTER LOUIS LODER ST,THEODORE,"(-35.450821, 149.120102)",0.021286678232483314,0.5631429583158217
285,2652,-35.371284,149.092667,ATHLLON DR AFTER BEASLEY ST,TORRENS,"(-35.371284, 149.092667)",0.14996435348193868,0.5210596784745386
286,2653,-35.375782,149.09321599999998,ATHLLON DR 2ND AFTER BEASLEY ST,TORRENS,"(-35.375782, 149.093216)",0.3549832588701858,0.6381048066552669
287,2673,-35.372593,149.093063,ATHLLON DR AFTER BEASLEY ST,TORRENS,"(-35.372593, 149.093063)",0.14996435348193868,0.5301620481120697
288,3431,-35.272812,149.12236000000001,MCCAUGHEY ST AFTER BARRY DR,TURNER,"(-35.272812, 149.12236)",0.14242185711441527,0.49525255278869956
289,4566,-35.274609000000005,149.129517,NORTHBOURNE AV CANBERRA CENTRE APARTMENTS,TURNER,"(-35.274609, 149.129517)",0.08047209769629027,0.8253093959315878
290,4527,-35.272488,149.11816399999998,BARRY DR AFTER CLUNIES ROSS ST,TURNER,"(-35.272488, 149.118164)",0.09422747153291892,0.6950884101412039
291,1521,-35.396854,149.104095,LONGMORE CR AFTER HARKER PL,WANNIASSA,"(-35.396854, 149.104095)",0.05080032648884818,0.9296274184261302
292,1522,-35.397308,149.10415600000002,LONGMORE CR 4TH AFTER GAUNSON ST,WANNIASSA,"(-35.397308, 149.104156)",0.05080032648884818,0.8966639033871144
293,1519,-35.398785,149.102921,LONGMORE CR AFTER PETIT PL,WANNIASSA,"(-35.398785, 149.102921)",0.01769089914183131,0.70190178574978
294,2415,-35.352478000000005,149.060608,NEMERANG CR WARAMANGA SHOPS,WARAMANGA,"(-35.352478, 149.060608)",0.02246842631206847,0.2246348098675736
295,2418,-35.355404,149.060379,NEMARANG CR AFTER DALABON CR,WARAMANGA,"(-35.355404, 149.060379)",0.015285314062601035,0.35782169884825316
296,2419,-35.357395000000004,149.059464,YAMBINA CR AFTER BADIMARA ST,WARAMANGA,"(-35.357395, 149.059464)",0.040732853154747464,0.5847015176534883
297,3248,-35.23798,149.153641,KNOX ST 2ND AFTER DICKINSON ST,WATSON,"(-35.23798, 149.153641)",0.13154006243710245,0.04821432995795911
298,3250,-35.234707,149.151703,KNOX ST AFTER PIDDINGTON ST,WATSON,"(-35.234707, 149.151703)",0.2649533967707859,0.4296461754891677
299,3252,-35.232521000000006,149.153198,KNOX ST OPP OLD WATSON TERMINUS,WATSON,"(-35.232521, 149.153198)",0.24480520958570867,0.6465841264797865
300,4893,-35.243342999999996,149.048126,BELCONNEN WY BEFORE SPRINGVALE DR,WEETANGERA,"(-35.243343, 149.048126)",0.029998436117080907,0.7447011558367717
301,4440,-35.251377000000005,149.049179,SHUMACK ST OPPOSITE WEETANGERA PRIMARY,WEETANGERA,"(-35.251377, 149.049179)",0.0637741977651273,0.15402407885833763
302,4437,-35.253723,149.051651,SHUMACK ST AFTER COULTER DR,WEETANGERA,"(-35.253723, 149.051651)",0.01749277577043552,0.4790298225100008
303,1246,-35.340843,149.052338,BRIERLY ST COOLEMAN CT PLT1,WESTON,"(-35.340843, 149.052338)",0.016128325818384193,0.6821934277107646
304,1247,-35.340981,149.050278,STREETON DR BEFORE HINDMARSH DR,WESTON,"(-35.340981, 149.050278)",0.18691128853969466,0.8580415927487626
305,1809,-35.322590000000005,149.057617,OPP NORTH WESTON PARK & RIDE,WESTON,"(-35.32259, 149.057617)",0.11798181191252916,1.7186400481660236
306,2811,-35.32478,149.043381,JOHN GORTON DR AFTER COTTER RD,WRIGHT,"(-35.32478, 149.043381)",0.13203156548730277,1.2792476052585569
307,2806,-35.320232,149.036819,STEVE IRWIN AVE AFTER JOHN GORTON DR,WRIGHT,"(-35.320232, 149.036819)",0.09202030175727455,0.4993709123518531
308,2809,-35.319416,149.036652,JOHN GORTON DR AFTER STEVE IRWIN AVE,WRIGHT,"(-35.319416, 149.036652)",0.09202030175727455,0.4267029762189798
309,2448,-35.312031,149.098297,NOVAR ST BEFORE KINTORE CR,YARRALUMLA,"(-35.312031, 149.098297)",0.011898565783972782,0.7720351499815674
310,2449,-35.31015,149.098282,NOVAR ST AFTER WESTON ST,YARRALUMLA,"(-35.31015, 149.098282)",0.007866959686940843,0.5628483513165362
311,2452,-35.303771999999995,149.099091,SCHLICH ST AFTER NOVAR ST,YARRALUMLA,"(-35.303772, 149.099091)",0.03383184839892341,0.17228478349143952
