,Unnamed: 0,Stop ID,Stop Latitude,Stop Longitude,Stop Name,Suburb,Location,distance_next_stop,distance_suburb_center,# of Bus Stops (in Suburbs),Population Density,Label
498,,,-35.317994,149.14316100000002,,KINGSTON,,0.19530680800813238,0.2861367084460677,,,0
499,,,-35.316121,149.150672,,KINGSTON,,0.6990593955069506,0.5937361245682968,,,0
500,,,-35.311464,149.1455,,KINGSTON,,0.2746874430623175,0.4709584627410395,,,0
501,,,-35.214634999999994,149.028353,,LATHAM,,0.6635998427563472,0.3986434547390689,,,0
502,,,-35.215687,149.035541,,LATHAM,,0.6547603061316721,0.41413594262196146,,,0
503,,,-35.217887,149.022076,,LATHAM,,0.182176145059954,0.8495102381212518,,,0
504,,,-35.227668,149.087536,,LAWSON,,0.6817881371399058,0.3004988755279622,,,0
505,,,-35.222974,149.09276499999999,,LAWSON,,0.6039596154302154,0.48359445896839737,,,0
506,,,-35.21782,149.083281,,LAWSON,,0.30722324689850206,0.908884128464718,,,0
507,,,-35.236983,149.119922,,LYNEHAM,,0.6974182637942361,1.6738212296619819,,,0
508,,,-35.243082,149.121703,,LYNEHAM,,0.6974182637942361,1.0255845944180466,,,0
509,,,-35.253807,149.130458,,LYNEHAM,,0.18815495849785271,0.43938898560917744,,,0
510,,,-35.345454,149.079309,,LYONS,,0.4336925238383891,0.4875810001390678,,,0
511,,,-35.337804999999996,149.079502,,LYONS,,0.19783721849784416,0.5645259951461498,,,0
512,,,-35.337998,149.072936,,LYONS,,0.5961612483404626,0.524823902702769,,,0
