Stop ID,Stop Latitude,Stop Longitude,Stop Name,Suburb,Location
1322,-35.394981,149.079941,WHEELER CR OPP ST ANTHONYS SSO,WANNIASSA,"(-35.394981, 149.079941)"
1327,-35.401054,149.081268,FORLONGE ST AFTER FINCHAM CR,WANNIASSA,"(-35.401054, 149.081268)"
1328,-35.401413,149.080933,FORLONGE ST AFTER WHEELER CR,WANNIASSA,"(-35.401413, 149.080933)"
1325,-35.398613,149.080307,FINCHAM CR 2ND AFTER WHEELER CR,WANNIASSA,"(-35.398613, 149.080307)"
1291,-35.39291,149.058197,O'HALLORAN CCT AFTER 2ND SPRINGBETT ST,KAMBAH,"(-35.39291, 149.058197)"
1280,-35.382088,149.051285,BODDINGTON CR AFTER BARRITT ST,KAMBAH,"(-35.382088, 149.051285)"
1281,-35.385033,149.050568,BODDINGTON CR BEFORE CASTLEY CCT,KAMBAH,"(-35.385033, 149.050568)"
1278,-35.38121,149.051773,BODDINGTON CR 2ND AFTER CARLETON ST,KAMBAH,"(-35.38121, 149.051773)"
1279,-35.382092,149.051147,BODDINGTON CR AFTER CARLETON ST,KAMBAH,"(-35.382092, 149.051147)"
1284,-35.389191,149.051361,BODDINGTON CR AFTER BATEMAN ST,KAMBAH,"(-35.389191, 149.051361)"
1285,-35.390041,149.05365,BODDINGTON CR BEFORE MCLEOD PL,KAMBAH,"(-35.390041, 149.05365)"
1282,-35.385777,149.050415,BODDINGTON CR AFTER 2ND CROZIER CCT,KAMBAH,"(-35.385777, 149.050415)"
1283,-35.389282,149.051636,BODDINGTON CR AFTER 2ND CASTLEY CCT,KAMBAH,"(-35.389282, 149.051636)"
1303,-35.39003,149.073547,SUMMERLAND CCT AFTER KINGSMILL ST,KAMBAH,"(-35.39003, 149.073547)"
1304,-35.390171,149.073486,SUMMERLAND CCT AFTER LIVINGSTON AV,KAMBAH,"(-35.390171, 149.073486)"
1301,-35.391098,149.071579,SUMMERLAND CCT AFTER VANZETTI CR,KAMBAH,"(-35.391098, 149.071579)"
1302,-35.39098,149.071503,SUMMERLAND CCT BEFORE KINGSMILL ST,KAMBAH,"(-35.39098, 149.071503)"
1311,-35.388111,149.081116,LIVINGSTON AV AFTER MAXWORTHY ST,KAMBAH,"(-35.388111, 149.081116)"
1312,-35.38797,149.081268,LIVINGSTON AV BEFORE MAXWORTHY ST,KAMBAH,"(-35.38797, 149.081268)"
1309,-35.389587,149.079208,LIVINGSTON AV AFTER CUTBUSH ST,KAMBAH,"(-35.389587, 149.079208)"
1277,-35.37986,149.051193,BARRITT ST AFTER BODDINGTON CR,KAMBAH,"(-35.37986, 149.051193)"
1274,-35.377991,149.04837,BARRITT ST AFTER KAMBAH POOL RD,KAMBAH,"(-35.377991, 149.04837)"
1275,-35.378094,149.048294,BARRITT ST BEFORE KAMBAH POOL RD,KAMBAH,"(-35.378094, 149.048294)"
1264,-35.358479,149.047928,NAMATJIRA DR SOUTHBOUND AFTER STREETON DR,FISHER,"(-35.358479, 149.047928)"
1265,-35.360592,149.047806,NAMATJIRA DR BEFORE KAPUNDA ST,FISHER,"(-35.360592, 149.047806)"
1262,-35.469933,149.098663,WIBURD ST BEFORE POCKETT AV,BANKS,"(-35.469933, 149.098663)"
1263,-35.355114,149.050797,NAMATJIRA DR AFTER BADIMARA ST,FISHER,"(-35.355114, 149.050797)"
1269,-35.358208,149.047882,NAMATJIRA DR AFTER PERRY DR,CHAPMAN,"(-35.358208, 149.047882)"
1266,-35.363483,149.049713,NAMATJIRA DR AFTER KAPUNDA ST,FISHER,"(-35.363483, 149.049713)"
1288,-35.389393,149.057159,BODDINGTON CR AFTER O'HALLORAN CCT,KAMBAH,"(-35.389393, 149.057159)"
1289,-35.390377,149.059036,O'HALLORAN CCT AFTER SPRINGBETT ST,KAMBAH,"(-35.390377, 149.059036)"
1286,-35.389198,149.056656,BODDINGTON CR BEFORE O'HALLORAN CCT,KAMBAH,"(-35.389198, 149.056656)"
1287,-35.390316,149.053802,BODDINGTON CR AFTER MCLEOD PL,KAMBAH,"(-35.390316, 149.053802)"
1292,-35.39312,149.058014,O'HALLORAN CCT AFTER 1ST MCKILLOP CCT,KAMBAH,"(-35.39312, 149.058014)"
1293,-35.395622,149.05925,O'HALLORAN CCT BEFORE SNODGRASS CR,KAMBAH,"(-35.395622, 149.05925)"
1290,-35.390362,149.058853,O'HALLORAN CCT AFTER 2ND MCKILLOP CCT,KAMBAH,"(-35.390362, 149.058853)"
1394,-35.409718,149.082947,NEWMAN-MORRIS CCT AFTER 2ND NUNAN CR,OXLEY,"(-35.409718, 149.082947)"
1391,-35.411888,149.081741,NEWMAN-MORRIS CCT AFTER MCILVEEN PL,OXLEY,"(-35.411888, 149.081741)"
1392,-35.411785,149.081741,NEWMAN-MORRIS CCT AFTER 2ND CUTHBERTSON CR,OXLEY,"(-35.411785, 149.081741)"
1379,-35.387157,149.096085,LONGMORE CR AFTER TOOHEY PL,WANNIASSA,"(-35.387157, 149.096085)"
1380,-35.387341,149.096298,LONGMORE CR AFTER BOSISTO PL,WANNIASSA,"(-35.387341, 149.096298)"
1377,-35.38707,149.097443,SAINSBURY ST BEFORE SULLWOOD DR,WANNIASSA,"(-35.38707, 149.097443)"
1378,-35.387173,149.09761,SAINSBURY ST AFTER SULWOOD DR,WANNIASSA,"(-35.387173, 149.09761)"
1383,-35.389038,149.091156,LONGMORE CR AFTER WILKIE PL,WANNIASSA,"(-35.389038, 149.091156)"
1384,-35.389168,149.09079,LONGMORE CR AFTER STRACHAN PL,WANNIASSA,"(-35.389168, 149.09079)"
1381,-35.387634,149.093674,LONGMORE CR AFTER METHVEN PL,WANNIASSA,"(-35.387634, 149.093674)"
1382,-35.387848,149.093521,LONGMORE CR 2ND AFTER SAINSBURY ST,WANNIASSA,"(-35.387848, 149.093521)"
1272,-35.375137,149.048965,KAMBAH POOL RD AFTER NAMATJIRA DR,KAMBAH,"(-35.375137, 149.048965)"
1273,-35.37534,149.048615,KAMBAH POOL RD AFTER BARRITT ST,KAMBAH,"(-35.37534, 149.048615)"
1270,-35.360443,149.047653,NAMATJIRA DR AFTER KAPUNDA ST,CHAPMAN,"(-35.360443, 149.047653)"
1271,-35.36356,149.049606,NAMATJIRA DR 3RD FROM DRAKEFORD DR,CHAPMAN,"(-35.36356, 149.049606)"
1276,-35.380211,149.051865,BARRITT ST AFTER BACCHUS CCT,KAMBAH,"(-35.380211, 149.051865)"
1376,-35.348743,149.08783,HINDMARSH DR AFTER BALL ST,PHILLIP,"(-35.348743, 149.08783)"
1373,-35.408028,149.073532,DRAKEFORD DR AFTER TAVERNER ST,OXLEY,"(-35.408028, 149.073532)"
1374,-35.408348,149.073074,DRAKEFORD DR AFTER ERINDALE DR,GREENWAY,"(-35.408348, 149.073074)"
1363,-35.392151,149.095779,LANGDON AV WANNIASSA HILLS PS,WANNIASSA,"(-35.392151, 149.095779)"
1364,-35.392879,149.096558,LANGDON AV OPP WANNIASSA HILLS PS,WANNIASSA,"(-35.392879, 149.096558)"
1361,-35.392567,149.093018,LANGDON AV AFTER SHACKELL PL,WANNIASSA,"(-35.392567, 149.093018)"
1362,-35.392174,149.093689,LANGDON AV AFTER SAINSBURY ST,WANNIASSA,"(-35.392174, 149.093689)"
1367,-35.397873,149.097412,LANGDON AV AFTER BRUNTON ST,WANNIASSA,"(-35.397873, 149.097412)"
1368,-35.397755,149.097412,LANGDON AV 2ND AFTER GAUNSON CR,WANNIASSA,"(-35.397755, 149.097412)"
1365,-35.396343,149.09639,LANGDON AV AFTER GAUNSON CR,WANNIASSA,"(-35.396343, 149.09639)"
1366,-35.396095,149.096237,LANGDON AV AFTER KIRKTON ST,WANNIASSA,"(-35.396095, 149.096237)"
1387,-35.391071,149.078705,VOSPER ST AFTER LIVINGSTON AV,KAMBAH,"(-35.391071, 149.078705)"
1388,-35.391132,149.078506,VOSPER ST AFTER ATHLLON DR,KAMBAH,"(-35.391132, 149.078506)"
1385,-35.389771,149.087982,LONGMORE CR AFTER LOBB PL,WANNIASSA,"(-35.389771, 149.087982)"
1386,-35.38961,149.088104,LONGMORE CR AFTER LANGDON AV,WANNIASSA,"(-35.38961, 149.088104)"
1393,-35.410217,149.083603,NEWMAN-MORRIS CCT AFTER RAPHAEL CL,OXLEY,"(-35.410217, 149.083603)"
1360,-35.392319,149.089325,LANGDON AV AFTER GARRETT ST,WANNIASSA,"(-35.392319, 149.089325)"
1357,-35.387623,149.075043,SUMMERLAND CCT AFTER LEE STEERE CR,KAMBAH,"(-35.387623, 149.075043)"
1358,-35.387516,149.074921,SUMMERLAND CCT AFTER 2ND KINGSMILL ST,KAMBAH,"(-35.387516, 149.074921)"
1347,-35.377613,149.064026,MARCONI CR OPP TAYLOR PS AFTER SINCLAIR ST,KAMBAH,"(-35.377613, 149.064026)"
1348,-35.377739,149.064056,MARCONI CR TAYLOR PS,KAMBAH,"(-35.377739, 149.064056)"
1345,-35.377834,149.060638,MARCONI CR AFTER HARRINGTON CCT,KAMBAH,"(-35.377834, 149.060638)"
1346,-35.378265,149.060104,MARCONI CR AFTER WYSELASKIE CCT,KAMBAH,"(-35.378265, 149.060104)"
1351,-35.381702,149.065308,MARCONI CR AFTER LASCELLES CCT,KAMBAH,"(-35.381702, 149.065308)"
1352,-35.381401,149.065582,MARCONI CR AFTER HUTCHISON CR,KAMBAH,"(-35.381401, 149.065582)"
1349,-35.378685,149.065353,MARCONI CR TAYLOR PS,KAMBAH,"(-35.378685, 149.065353)"
1350,-35.378727,149.065491,MARCONI CR OPP TAYLOR PS,KAMBAH,"(-35.378727, 149.065491)"
1371,-35.402576,149.074417,DRAKEFORD DR AFTER MORTIMER LEWIS DR,GREENWAY,"(-35.402576, 149.074417)"
1372,-35.40123,149.07457,DRAKEFORD DR BEFORE TAVERNER ST,WANNIASSA,"(-35.40123, 149.07457)"
1159,-35.398518,149.122116,BUGDEN AV AFTER 2ND MULLAN ST,FADDEN,"(-35.398518, 149.122116)"
1369,-35.400372,149.097397,LANGDON AV AFTER STERNBERG CR,WANNIASSA,"(-35.400372, 149.097397)"
1370,-35.400017,149.097733,LANGDON AV AFTER LONGMORE CR,WANNIASSA,"(-35.400017, 149.097733)"
1375,-35.418159,149.064407,ATHLLON DR AFTER PITMAN ST,GREENWAY,"(-35.418159, 149.064407)"
1344,-35.379135,149.05777,MARCONI CR KAMBAH VILLAGE,KAMBAH,"(-35.379135, 149.05777)"
1341,-35.377342,149.056198,DRAKEFORD DR AFTER BODDINGTON CR,KAMBAH,"(-35.377342, 149.056198)"
1342,-35.377331,149.056534,DRAKEFORD DR AFTER SULWOOD DR,KAMBAH,"(-35.377331, 149.056534)"
1331,-35.404007,149.084915,WHEELER CR AFTER RIDDELL CT,WANNIASSA,"(-35.404007, 149.084915)"
1332,-35.404175,149.084351,WHEELER CR AFTER CURTAIN PL,WANNIASSA,"(-35.404175, 149.084351)"
1329,-35.404076,149.081818,WHEELER CR AFTER ANNAND PL,WANNIASSA,"(-35.404076, 149.081818)"
1330,-35.403996,149.081787,WHEELER CR AFTER DERHAM CCT,WANNIASSA,"(-35.403996, 149.081787)"
1335,-35.402386,149.092804,STERNBERG CR BACK OF MACKILLOP CLG,WANNIASSA,"(-35.402386, 149.092804)"
1336,-35.401199,149.094986,STERNBERG CR BEFORE WYNNE ST,WANNIASSA,"(-35.401199, 149.094986)"
1333,-35.403706,149.088928,STERNBERG CR AFTER MACKINNON ST,WANNIASSA,"(-35.403706, 149.088928)"
1334,-35.403545,149.088531,STERNBERG CR AFTER SITWELL ST,WANNIASSA,"(-35.403545, 149.088531)"
1355,-35.384914,149.070892,SUMMERLAND CCT AFTER HUTCHISON CR,KAMBAH,"(-35.384914, 149.070892)"
1356,-35.385021,149.071136,SUMMERLAND CCT 2ND AFTER MASON ST,KAMBAH,"(-35.385021, 149.071136)"
1353,-35.383373,149.067474,SUMMERLAND CCT AFTER MARCONI CR,KAMBAH,"(-35.383373, 149.067474)"
1354,-35.383465,149.06749,SUMMERLAND CCT AFTER GALLAGHER ST,KAMBAH,"(-35.383465, 149.06749)"
1359,-35.39241,149.089645,LANGDON AV AFTER DYER PL,WANNIASSA,"(-35.39241, 149.089645)"
1190,-35.452904,149.087967,LEWIS LUXTON AV AFTER SID BARNES CR,GORDON,"(-35.452904, 149.087967)"
1187,-35.44709,149.083847,CLARE DENNIS AV AFTER 2ND FRED LANE CR,GORDON,"(-35.44709, 149.083847)"
1188,-35.448402,149.086121,LEWIS LUXTON AV AFTER PREDDY WY,GORDON,"(-35.448402, 149.086121)"
1177,-35.404015,149.09584,MCBRYDE CR OPP ERINDALE CENTRE,WANNIASSA,"(-35.404015, 149.09584)"
1178,-35.405556,149.093552,AMSINCK ST AFTER MCBRYDE CR,WANNIASSA,"(-35.405556, 149.093552)"
1174,-35.401993,149.102753,STERNBERG CR BEFORE ERINDALE DR,WANNIASSA,"(-35.401993, 149.102753)"
1176,-35.403908,149.095993,MCBRYDE CR ERINDALE CENTRE,WANNIASSA,"(-35.403908, 149.095993)"
1181,-35.406265,149.090561,MCBRYDE CR OPP MACKILLOP COLLEGE,WANNIASSA,"(-35.406265, 149.090561)"
1182,-35.441864,149.086182,WOODCOCK DR AFTER COVENANT CLG,GORDON,"(-35.441864, 149.086182)"
1179,-35.405602,149.093292,AMSINCK ST AFTER ERINDALE DR,WANNIASSA,"(-35.405602, 149.093292)"
1180,-35.406139,149.090576,MACKILLOP COLLEGE MCBRYDE CR,WANNIASSA,"(-35.406139, 149.090576)"
1339,-35.401527,149.098862,STERNBERG CR AFTER LANGDON AV,WANNIASSA,"(-35.401527, 149.098862)"
1340,-35.40147,149.097214,STERNBERG CR ERINDALE CENTRE,WANNIASSA,"(-35.40147, 149.097214)"
1337,-35.402351,149.092728,STERNBERG CR AFTER WHEELER CR,WANNIASSA,"(-35.402351, 149.092728)"
1338,-35.401035,149.0952,STERNBERG CR AFTER WHITEMAN ST,WANNIASSA,"(-35.401035, 149.0952)"
1343,-35.378929,149.057632,MARCONI CR OPP KAMBAH VILLAGE,KAMBAH,"(-35.378929, 149.057632)"
1173,-35.403801,149.09938,COMRIE ST OPP ERINDALE CENTRE PLT 2,WANNIASSA,"(-35.403801, 149.09938)"
1170,-35.40226,149.103287,STERNBERG CR AFTER ERINDALE DR,WANNIASSA,"(-35.40226, 149.103287)"
1171,-35.401943,149.100571,STERNBERG CR AFTER ASHLEY DR,WANNIASSA,"(-35.401943, 149.100571)"
1160,-35.398529,149.122192,BUGDEN AV AFTER COURTICE CL,FADDEN,"(-35.398529, 149.122192)"
1161,-35.400242,149.115692,BUGDEN AV AFTER DASH CR,FADDEN,"(-35.400242, 149.115692)"
1158,-35.401344,149.12355,BUGDEN AV AFTER MULLAN ST,FADDEN,"(-35.401344, 149.12355)"
1164,-35.401833,149.110306,BUGDEN AV AFTER MAUGHAN CR,FADDEN,"(-35.401833, 149.110306)"
1165,-35.401741,149.110016,BUGDEN AV AFTER APPEL CR,FADDEN,"(-35.401741, 149.110016)"
1162,-35.401436,149.114273,BUGDEN AV AFTER PARTRIDGE ST,FADDEN,"(-35.401436, 149.114273)"
1163,-35.401321,149.112762,BUGDEN AV 2ND AFTER APPEL CR,FADDEN,"(-35.401321, 149.112762)"
1185,-35.44516,149.087799,CLARE DENNIS AV AFTER CHURCHILL WY,GORDON,"(-35.44516, 149.087799)"
1186,-35.44677,149.086075,CLARE DENNIS AV AFTER FRED LANE CR,GORDON,"(-35.44677, 149.086075)"
1183,-35.441692,149.086151,WOODCOCK DR BEFORE DRAKEFORD DR,GORDON,"(-35.441692, 149.086151)"
1184,-35.443043,149.085968,CLARE DENNIS AV AFTER WOODCOCK DR,GORDON,"(-35.443043, 149.085968)"
1189,-35.450436,149.089096,LEWIS LUXTON AV AFTER FLEGG CR,GORDON,"(-35.450436, 149.089096)"
1157,-35.402393,149.12413,BUGDEN AV AFTER 2ND DEMAINE CR,FADDEN,"(-35.402393, 149.12413)"
1154,-35.406757,149.120468,BUGDEN AV AFTER LARCOMBE CR,FADDEN,"(-35.406757, 149.120468)"
1155,-35.404228,149.122452,BUGDEN AV BEFORE DEMAINE CR,FADDEN,"(-35.404228, 149.122452)"
1144,-35.415329,149.125259,PROCTOR ST AFTER MACLEAN ST,CHISHOLM,"(-35.415329, 149.125259)"
1145,-35.414936,149.132904,HEAGNEY CR AFTER LOUISA LAWSON CR NORTH ENTRY,GILMORE,"(-35.414936, 149.132904)"
1142,-35.416759,149.135056,HEAGNEY CR 3RD AFTER EMILY BULLOCK CR,GILMORE,"(-35.416759, 149.135056)"
1143,-35.415211,149.125153,PROCTOR ST AFTER SWEET PL,CHISHOLM,"(-35.415211, 149.125153)"
1148,-35.414482,149.129227,BENHAM ST OPP CHISHOLM SHOPS,CHISHOLM,"(-35.414482, 149.129227)"
1149,-35.409004,149.12796,COYNE ST AFTER JACKIE HOWE CR,MACARTHUR,"(-35.409004, 149.12796)"
1146,-35.414982,149.132813,HEAGNEY CR BEFORE HAMBIDGE CR,GILMORE,"(-35.414982, 149.132813)"
1147,-35.414421,149.129059,BENHAM ST CHISHOLM SHOPS,CHISHOLM,"(-35.414421, 149.129059)"
1168,-35.39954,149.115829,BUGDEN AV AFTER 2ND DASH CR,FADDEN,"(-35.39954, 149.115829)"
1169,-35.398911,149.099472,LONGMORE CR AFTER ANGLISS PL,WANNIASSA,"(-35.398911, 149.099472)"
1166,-35.402649,149.107483,BUGDEN AV AFTER STERNBERG CR,FADDEN,"(-35.402649, 149.107483)"
1167,-35.402691,149.107559,BUGDEN AV BEFORE STERNBERG CR,FADDEN,"(-35.402691, 149.107559)"
1172,-35.403648,149.099167,COMRIE ST ERINDALE CENTRE PLT 1,WANNIASSA,"(-35.403648, 149.099167)"
1141,-35.416931,149.135468,HEAGNEY CR BEFORE 2ND LOUISA LAWSON CR,GILMORE,"(-35.416931, 149.135468)"
1138,-35.420925,149.136017,HEAGNEY CR AFTER EMILY BULCOCK CR,GILMORE,"(-35.420925, 149.136017)"
1139,-35.419228,149.136093,HEAGNEY CR AFTER LOUISA LAWSON CR SOUTH ENTRY,GILMORE,"(-35.419228, 149.136093)"
1128,-35.429787,149.128677,DEAMER CR AFTER 2ND NINA JONES CR,RICHARDSON,"(-35.429787, 149.128677)"
1129,-35.427319,149.129807,DEAMER CR AFTER HEAGNEY CR,CHISHOLM,"(-35.427319, 149.129807)"
1126,-35.431725,149.126984,DEAMER CR BEFORE MARY MACKILLOP PL,RICHARDSON,"(-35.431725, 149.126984)"
1127,-35.429424,149.128799,DEAMER CR BEFORE NINA JONES CR,CHISHOLM,"(-35.429424, 149.128799)"
1132,-35.426567,149.130249,HEAGNEY CR AFTER DEAMER CR,CHISHOLM,"(-35.426567, 149.130249)"
1133,-35.424587,149.133209,HEAGNEY CR AFTER COUCHMAN CR,CHISHOLM,"(-35.424587, 149.133209)"
1130,-35.427189,149.129608,DEAMER CR BEFORE HEAGNEY CR,CHISHOLM,"(-35.427189, 149.129608)"
1131,-35.426487,149.130997,HEAGNEY CR AFTER ROSE SCOTT CR,CHISHOLM,"(-35.426487, 149.130997)"
1152,-35.409225,149.122726,COYNE ST BEFORE FIHELLY ST,FADDEN,"(-35.409225, 149.122726)"
1153,-35.406963,149.120438,BUGDEN AV AFTER COYNE ST,FADDEN,"(-35.406963, 149.120438)"
1150,-35.409157,149.127777,COYNE ST AFTER ISABELLA DR,FADDEN,"(-35.409157, 149.127777)"
1151,-35.409168,149.123108,COYNE ST AFTER BUGDEN AV,FADDEN,"(-35.409168, 149.123108)"
1156,-35.404354,149.121964,BUGDEN AV AFTER FIHELLY ST,FADDEN,"(-35.404354, 149.121964)"
1261,-35.46656,149.10051,TOM ROBERTS BEFORE MCLUCKIE CR,BANKS,"(-35.46656, 149.10051)"
1258,-35.352146,149.053757,NAMATJIRA DR OPP ST JOHN VIANNEY,STIRLING,"(-35.352146, 149.053757)"
1259,-35.355186,149.050491,NAMATJIRA DR NORTHBOUND AFTER STREETON DR,STIRLING,"(-35.355186, 149.050491)"
1244,-35.428791,149.082199,BARR SMITH AV BEFORE DRAKEFORD DR,BONYTHON,"(-35.428791, 149.082199)"
1245,-35.428825,149.082367,BARR SMITH AV AFTER DRAKEFORD DR,BONYTHON,"(-35.428825, 149.082367)"
1242,-35.444641,149.087173,CLARE DENNIS AV AFTER 2ND NOEL RYAN GDN,GORDON,"(-35.444641, 149.087173)"
1243,-35.443119,149.085846,CLARE DENNIS AV AFTER WOODFULL LP,GORDON,"(-35.443119, 149.085846)"
1248,-35.344681,149.047089,STREETON DR AFTER HINDMARSH DR,STIRLING,"(-35.344681, 149.047089)"
1249,-35.344612,149.047043,STREETON DR SOUTH OF HINDMARSH DR,RIVETT,"(-35.344612, 149.047043)"
1246,-35.340843,149.052338,BRIERLY ST COOLEMAN CT PLT1,WESTON,"(-35.340843, 149.052338)"
1247,-35.340981,149.050278,STREETON DR BEFORE HINDMARSH DR,WESTON,"(-35.340981, 149.050278)"
1136,-35.423023,149.134537,HEAGNEY CR AFTER 2ND COUCHMAN CR,CHISHOLM,"(-35.423023, 149.134537)"
1137,-35.421379,149.135986,HEAGNEY CR AFTER HENRY MELVILLE CR,GILMORE,"(-35.421379, 149.135986)"
1134,-35.424694,149.133026,HEAGNEY CR AFTER HAWTON PL,CHISHOLM,"(-35.424694, 149.133026)"
1135,-35.423046,149.134918,HEAGNEY CR BEFORE COUCHMAN CR NORTH ENTRY,CHISHOLM,"(-35.423046, 149.134918)"
1140,-35.419094,149.135986,HEAGNEY CR AFTER 2ND HENRY MELVILLE CR,GILMORE,"(-35.419094, 149.135986)"
1241,-35.446545,149.085449,CLARE DENNIS AV AFTER NOEL RYAN GDN,GORDON,"(-35.446545, 149.085449)"
1238,-35.450897,149.08934,LEWIS LUXTON AV AFTER 2ND CERUTTY CR,GORDON,"(-35.450897, 149.08934)"
1239,-35.448734,149.087143,LEWIS LUXTON AV AFTER MACKNEY PL,GORDON,"(-35.448734, 149.087143)"
1227,-35.472431,149.095947,POCKETT AV BANKS SHOPS,BANKS,"(-35.472431, 149.095947)"
1228,-35.473495,149.091736,POCKETT AV AFTER THARWA DR,BANKS,"(-35.473495, 149.091736)"
1225,-35.46759,149.095276,POCKETT AV AFTER TREGELLAS CR,BANKS,"(-35.46759, 149.095276)"
1226,-35.470394,149.097656,POCKETT AV 2ND AFTER BROCKWAY CCT,BANKS,"(-35.470394, 149.097656)"
1231,-35.470875,149.088791,KNOKE AV 2ND AFTER HARRY HOPMAN CCT,GORDON,"(-35.470875, 149.088791)"
1232,-35.467175,149.087677,KNOKE AV AFTER MATSON ST,GORDON,"(-35.467175, 149.087677)"
1229,-35.472851,149.089447,KNOKE AV AFTER COVENTRY CL,GORDON,"(-35.472851, 149.089447)"
1230,-35.470764,149.088898,KNOKE AV AFTER MINNETT CL,GORDON,"(-35.470764, 149.088898)"
1252,-35.348286,149.04924,FREMANTLE DR AFTER 2ND MCKAIL CR,STIRLING,"(-35.348286, 149.04924)"
1253,-35.347359,149.048187,FREMANTLE DR 3RD AFTER CROWDER CCT,STIRLING,"(-35.347359, 149.048187)"
1250,-35.346409,149.046936,FREMANTLE DR AFTER STREETON DR,STIRLING,"(-35.346409, 149.046936)"
1251,-35.3466,149.047043,FREMANTLE DR BEFORE STREETON DR,STIRLING,"(-35.3466, 149.047043)"
1260,-35.351921,149.054153,NAMATJIRA DR ST JOHN VIANNEY,WARAMANGA,"(-35.351921, 149.054153)"
1224,-35.464989,149.093948,POCKETT AV AFTER BASTOW CCT,BANKS,"(-35.464989, 149.093948)"
1220,-35.461296,149.101807,TOM ROBERTS AV AFTER JOHN RUSSELL CCT,CONDER,"(-35.461296, 149.101807)"
1221,-35.4622,149.10498,TOM ROBERTS AV BEFORE LETHBRIDGE ST,CONDER,"(-35.4622, 149.10498)"
1210,-35.466305,149.105606,TOM ROBERTS AV JANE SUTHERLAND ST,CONDER,"(-35.466305, 149.105606)"
1211,-35.462227,149.105194,TOM ROBERTS AV AFTER CHARTERSVILLE AV,CONDER,"(-35.462227, 149.105194)"
1207,-35.463821,149.096497,TOM ROBERTS AV BEFORE BOX HILL,BANKS,"(-35.463821, 149.096497)"
1208,-35.465324,149.098404,TOM ROBERTS AV OPP CONDER PS,BANKS,"(-35.465324, 149.098404)"
1214,-35.466404,149.100418,TOM ROBERTS AV AFTER BEAUMARIS ST,CONDER,"(-35.466404, 149.100418)"
1215,-35.456169,149.092499,BOX HILL AV OPP LANYON MARKETPLACE,CONDER,"(-35.456169, 149.092499)"
1212,-35.461224,149.102203,TOM ROBERTS AV 2ND AFTER BOX HILL AV,CONDER,"(-35.461224, 149.102203)"
1213,-35.460419,149.099258,TOM ROBERTS AV AFTER BOX HILL AV,CONDER,"(-35.460419, 149.099258)"
1235,-35.460663,149.085724,KNOKE AV AFTER MIDGE ST,GORDON,"(-35.460663, 149.085724)"
1237,-35.452995,149.087341,LEWIS LUXTON AV AFTER WOODCOCK DR,GORDON,"(-35.452995, 149.087341)"
1233,-35.465672,149.085587,KNOKE AV AFTER TRAVERS ST,GORDON,"(-35.465672, 149.085587)"
1234,-35.461983,149.083649,KNOKE AV AFTER CORNFORTH ST,GORDON,"(-35.461983, 149.083649)"
1240,-35.448162,149.084198,PREDDY WY AFTER LEWIS LUXTON AV,GORDON,"(-35.448162, 149.084198)"
1206,-35.465279,149.094101,POCKETT AV AFTER BOX HILL AV,BANKS,"(-35.465279, 149.094101)"
1203,-35.471703,149.096924,POCKETT AV AFTER WILSON CR,BANKS,"(-35.471703, 149.096924)"
1204,-35.469475,149.097641,POCKETT AV AFTER 2ND IRONBARK CR,BANKS,"(-35.469475, 149.097641)"
1193,-35.46228,149.083206,KNOKE AV AFTER JIM PIKE AV,GORDON,"(-35.46228, 149.083206)"
1194,-35.462017,149.07991,JIM PIKE AV AFTER KNOKE ST,GORDON,"(-35.462017, 149.07991)"
1191,-35.458122,149.086121,KNOKE AV OPP GORDON PRIMARY SCHOOL,GORDON,"(-35.458122, 149.086121)"
1192,-35.460579,149.085663,KNOKE AV 2ND AFTER JIM PIKE AV,GORDON,"(-35.460579, 149.085663)"
1197,-35.39864,149.117569,BUGDEN AV AFTER CHATAWAY CR,FADDEN,"(-35.39864, 149.117569)"
1198,-35.398045,149.118256,BUGDEN AV AFTER NICKLIN CR,FADDEN,"(-35.398045, 149.118256)"
1195,-35.459068,149.080048,CALLAWAY CR AFTER 2ND WOOTTON CR,GORDON,"(-35.459068, 149.080048)"
1196,-35.460037,149.081741,CALLAWAY CR AFTER MYLES CONNELL CR,GORDON,"(-35.460037, 149.081741)"
1218,-35.457981,149.097458,BOX HILL AV ST. CLARE OF ASSISI PS,CONDER,"(-35.457981, 149.097458)"
1219,-35.460468,149.099014,TOM ROBERTS AV BEFORE BOX HILL AV,CONDER,"(-35.460468, 149.099014)"
1216,-35.457714,149.097366,BOX HILL AV OPP ST. CLARE OF ASSISI PRIMARY,CONDER,"(-35.457714, 149.097366)"
1217,-35.456352,149.092468,BOX HILL AV LANYON MARKETPLACE,CONDER,"(-35.456352, 149.092468)"
1223,-35.464855,149.097977,TOM ROBERTS AV CONDER PRIMARY SCHOOL,CONDER,"(-35.464855, 149.097977)"
1682,-35.472404,149.103104,PAPERBARK ST AFTER TROUGHTON ST,BANKS,"(-35.472404, 149.103104)"
1679,-35.475243,149.101074,FORSYTHE ST AFTER 2ND ALISON ASHBY CR,BANKS,"(-35.475243, 149.101074)"
1680,-35.474991,149.100906,FORSYTHE ST 2ND AFTER SMEATON CCT,BANKS,"(-35.474991, 149.100906)"
1667,-35.438992,149.098282,DUGGAN ST 2ND AFTER OUTTRIM AV,CALWELL,"(-35.438992, 149.098282)"
